id,category,difficulty,topicKey,question,choice1,choice2,choice3,choice4,answer,explanation,era,tags_pipe_separated
gpq_00414,最新シーズン,3,最新シーズン|2020s|2024年のドライバーズランキングでリアム・ローソンの獲得ポイントは？,2024年のドライバーズランキングでリアム・ローソンの獲得ポイントは？,374点,100点,4点,300点,2,2024年の公式ランキングではリアム・ローソンは4点です。,2020s,2024|points|base1000
gpq_00415,最新シーズン,3,最新シーズン|2020s|2024年のドライバーズランキングでバルテリ・ボッタスの獲得ポイントは？,2024年のドライバーズランキングでバルテリ・ボッタスの獲得ポイントは？,23点,0点,374点,292点,1,2024年の公式ランキングではバルテリ・ボッタスは0点です。,2020s,2024|points|base1000
gpq_00416,最新シーズン,3,最新シーズン|2020s|2024年のドライバーズランキングでローガン・サージェントの獲得ポイントは？,2024年のドライバーズランキングでローガン・サージェントの獲得ポイントは？,152点,24点,0点,7点,2,2024年の公式ランキングではローガン・サージェントは0点です。,2020s,2024|points|base1000
gpq_00417,最新シーズン,3,最新シーズン|2020s|2024年のドライバーズランキングでジャック・ドゥーハンの獲得ポイントは？,2024年のドライバーズランキングでジャック・ドゥーハンの獲得ポイントは？,16点,0点,4点,5点,1,2024年の公式ランキングではジャック・ドゥーハンは0点です。,2020s,2024|points|base1000
gpq_00418,最新シーズン,3,最新シーズン|2020s|2024年のコンストラクターズランキングでマクラーレンの獲得ポイントは？,2024年のコンストラクターズランキングでマクラーレンの獲得ポイントは？,65点,666点,300点,17点,1,2024年の公式チームランキングではマクラーレンは666点です。,2020s,2024|points|base1000
gpq_00419,最新シーズン,3,最新シーズン|2020s|2024年のコンストラクターズランキングでフェラーリの獲得ポイントは？,2024年のコンストラクターズランキングでフェラーリの獲得ポイントは？,468点,652点,17点,666点,1,2024年の公式チームランキングではフェラーリは652点です。,2020s,2024|points|base1000
gpq_00420,最新シーズン,3,最新シーズン|2020s|2024年のコンストラクターズランキングでレッドブルの獲得ポイントは？,2024年のコンストラクターズランキングでレッドブルの獲得ポイントは？,65点,589点,100点,468点,1,2024年の公式チームランキングではレッドブルは589点です。,2020s,2024|points|base1000
gpq_00421,最新シーズン,3,最新シーズン|2020s|2024年のコンストラクターズランキングでメルセデスの獲得ポイントは？,2024年のコンストラクターズランキングでメルセデスの獲得ポイントは？,468点,58点,652点,46点,0,2024年の公式チームランキングではメルセデスは468点です。,2020s,2024|points|base1000
gpq_00422,最新シーズン,3,最新シーズン|2020s|2024年のコンストラクターズランキングでアストンマーティンの獲得ポイントは？,2024年のコンストラクターズランキングでアストンマーティンの獲得ポイントは？,17点,94点,652点,46点,1,2024年の公式チームランキングではアストンマーティンは94点です。,2020s,2024|points|base1000
gpq_00423,最新シーズン,3,最新シーズン|2020s|2024年のコンストラクターズランキングでアルピーヌの獲得ポイントは？,2024年のコンストラクターズランキングでアルピーヌの獲得ポイントは？,4点,65点,94点,46点,1,2024年の公式チームランキングではアルピーヌは65点です。,2020s,2024|points|base1000
gpq_00424,最新シーズン,3,最新シーズン|2020s|2024年のコンストラクターズランキングでハースの獲得ポイントは？,2024年のコンストラクターズランキングでハースの獲得ポイントは？,58点,200点,65点,100点,0,2024年の公式チームランキングではハースは58点です。,2020s,2024|points|base1000
gpq_00425,最新シーズン,3,最新シーズン|2020s|2024年のコンストラクターズランキングでRBの獲得ポイントは？,2024年のコンストラクターズランキングでRBの獲得ポイントは？,589点,300点,46点,17点,2,2024年の公式チームランキングではRBは46点です。,2020s,2024|points|base1000
gpq_00426,最新シーズン,3,最新シーズン|2020s|2024年のコンストラクターズランキングでウィリアムズの獲得ポイントは？,2024年のコンストラクターズランキングでウィリアムズの獲得ポイントは？,200点,17点,468点,4点,1,2024年の公式チームランキングではウィリアムズは17点です。,2020s,2024|points|base1000
gpq_00427,最新シーズン,3,最新シーズン|2020s|2024年のコンストラクターズランキングでキック・ザウバーの獲得ポイントは？,2024年のコンストラクターズランキングでキック・ザウバーの獲得ポイントは？,58点,17点,4点,468点,2,2024年の公式チームランキングではキック・ザウバーは4点です。,2020s,2024|points|base1000
gpq_00428,歴代王者・記録,2,歴代王者・記録|all|アイルトン・セナのF1ドライバーズタイトル獲得回数は？,アイルトン・セナのF1ドライバーズタイトル獲得回数は？,2回,7回,3回,5回,2,アイルトン・セナのF1ドライバーズタイトルは3回です。,all,champion|count|base1000
gpq_00429,歴代王者・記録,2,歴代王者・記録|all|アラン・ジョーンズのF1ドライバーズタイトル獲得回数は？,アラン・ジョーンズのF1ドライバーズタイトル獲得回数は？,6回,1回,3回,5回,1,アラン・ジョーンズのF1ドライバーズタイトルは1回です。,all,champion|count|base1000
gpq_00430,歴代王者・記録,2,歴代王者・記録|all|アラン・プロストのF1ドライバーズタイトル獲得回数は？,アラン・プロストのF1ドライバーズタイトル獲得回数は？,4回,7回,1回,6回,0,アラン・プロストのF1ドライバーズタイトルは4回です。,all,champion|count|base1000
gpq_00431,歴代王者・記録,2,歴代王者・記録|all|アルベルト・アスカリのF1ドライバーズタイトル獲得回数は？,アルベルト・アスカリのF1ドライバーズタイトル獲得回数は？,4回,1回,2回,6回,2,アルベルト・アスカリのF1ドライバーズタイトルは2回です。,all,champion|count|base1000
gpq_00432,歴代王者・記録,2,歴代王者・記録|all|エマーソン・フィッティパルディのF1ドライバーズタイトル獲得回数は？,エマーソン・フィッティパルディのF1ドライバーズタイトル獲得回数は？,1回,5回,3回,2回,3,エマーソン・フィッティパルディのF1ドライバーズタイトルは2回です。,all,champion|count|base1000
gpq_00433,歴代王者・記録,2,歴代王者・記録|all|キミ・ライコネンのF1ドライバーズタイトル獲得回数は？,キミ・ライコネンのF1ドライバーズタイトル獲得回数は？,4回,2回,5回,1回,3,キミ・ライコネンのF1ドライバーズタイトルは1回です。,all,champion|count|base1000
gpq_00434,歴代王者・記録,2,歴代王者・記録|all|グラハム・ヒルのF1ドライバーズタイトル獲得回数は？,グラハム・ヒルのF1ドライバーズタイトル獲得回数は？,2回,6回,1回,5回,0,グラハム・ヒルのF1ドライバーズタイトルは2回です。,all,champion|count|base1000
gpq_00435,歴代王者・記録,2,歴代王者・記録|all|ケケ・ロズベルグのF1ドライバーズタイトル獲得回数は？,ケケ・ロズベルグのF1ドライバーズタイトル獲得回数は？,4回,1回,6回,2回,1,ケケ・ロズベルグのF1ドライバーズタイトルは1回です。,all,champion|count|base1000
gpq_00436,歴代王者・記録,2,歴代王者・記録|all|ジェンソン・バトンのF1ドライバーズタイトル獲得回数は？,ジェンソン・バトンのF1ドライバーズタイトル獲得回数は？,1回,5回,6回,3回,0,ジェンソン・バトンのF1ドライバーズタイトルは1回です。,all,champion|count|base1000
gpq_00437,歴代王者・記録,2,歴代王者・記録|all|ジェームス・ハントのF1ドライバーズタイトル獲得回数は？,ジェームス・ハントのF1ドライバーズタイトル獲得回数は？,7回,3回,1回,6回,2,ジェームス・ハントのF1ドライバーズタイトルは1回です。,all,champion|count|base1000
gpq_00438,歴代王者・記録,2,歴代王者・記録|all|ジム・クラークのF1ドライバーズタイトル獲得回数は？,ジム・クラークのF1ドライバーズタイトル獲得回数は？,2回,7回,5回,1回,0,ジム・クラークのF1ドライバーズタイトルは2回です。,all,champion|count|base1000
gpq_00439,歴代王者・記録,2,歴代王者・記録|all|ジャッキー・スチュワートのF1ドライバーズタイトル獲得回数は？,ジャッキー・スチュワートのF1ドライバーズタイトル獲得回数は？,3回,4回,6回,7回,0,ジャッキー・スチュワートのF1ドライバーズタイトルは3回です。,all,champion|count|base1000
gpq_00440,歴代王者・記録,2,歴代王者・記録|all|ジャック・ブラバムのF1ドライバーズタイトル獲得回数は？,ジャック・ブラバムのF1ドライバーズタイトル獲得回数は？,2回,4回,6回,3回,3,ジャック・ブラバムのF1ドライバーズタイトルは3回です。,all,champion|count|base1000
gpq_00441,歴代王者・記録,2,歴代王者・記録|all|ジャック・ヴィルヌーヴのF1ドライバーズタイトル獲得回数は？,ジャック・ヴィルヌーヴのF1ドライバーズタイトル獲得回数は？,5回,2回,1回,6回,2,ジャック・ヴィルヌーヴのF1ドライバーズタイトルは1回です。,all,champion|count|base1000
gpq_00442,歴代王者・記録,2,歴代王者・記録|all|ジュゼッペ・ファリーナのF1ドライバーズタイトル獲得回数は？,ジュゼッペ・ファリーナのF1ドライバーズタイトル獲得回数は？,5回,6回,1回,3回,2,ジュゼッペ・ファリーナのF1ドライバーズタイトルは1回です。,all,champion|count|base1000
gpq_00443,歴代王者・記録,2,歴代王者・記録|all|ジョディー・シェクターのF1ドライバーズタイトル獲得回数は？,ジョディー・シェクターのF1ドライバーズタイトル獲得回数は？,1回,2回,6回,4回,0,ジョディー・シェクターのF1ドライバーズタイトルは1回です。,all,champion|count|base1000
gpq_00444,歴代王者・記録,2,歴代王者・記録|all|ジョン・サーティースのF1ドライバーズタイトル獲得回数は？,ジョン・サーティースのF1ドライバーズタイトル獲得回数は？,6回,5回,7回,1回,3,ジョン・サーティースのF1ドライバーズタイトルは1回です。,all,champion|count|base1000
gpq_00445,歴代王者・記録,2,歴代王者・記録|all|セバスチャン・ベッテルのF1ドライバーズタイトル獲得回数は？,セバスチャン・ベッテルのF1ドライバーズタイトル獲得回数は？,2回,4回,3回,1回,1,セバスチャン・ベッテルのF1ドライバーズタイトルは4回です。,all,champion|count|base1000
gpq_00446,歴代王者・記録,2,歴代王者・記録|all|デイモン・ヒルのF1ドライバーズタイトル獲得回数は？,デイモン・ヒルのF1ドライバーズタイトル獲得回数は？,3回,4回,6回,1回,3,デイモン・ヒルのF1ドライバーズタイトルは1回です。,all,champion|count|base1000
gpq_00447,歴代王者・記録,2,歴代王者・記録|all|デニス・ハルムのF1ドライバーズタイトル獲得回数は？,デニス・ハルムのF1ドライバーズタイトル獲得回数は？,1回,7回,4回,5回,0,デニス・ハルムのF1ドライバーズタイトルは1回です。,all,champion|count|base1000
gpq_00448,歴代王者・記録,2,歴代王者・記録|all|ナイジェル・マンセルのF1ドライバーズタイトル獲得回数は？,ナイジェル・マンセルのF1ドライバーズタイトル獲得回数は？,3回,7回,4回,1回,3,ナイジェル・マンセルのF1ドライバーズタイトルは1回です。,all,champion|count|base1000
gpq_00449,歴代王者・記録,2,歴代王者・記録|all|ニキ・ラウダのF1ドライバーズタイトル獲得回数は？,ニキ・ラウダのF1ドライバーズタイトル獲得回数は？,1回,7回,3回,5回,2,ニキ・ラウダのF1ドライバーズタイトルは3回です。,all,champion|count|base1000
gpq_00450,歴代王者・記録,2,歴代王者・記録|all|ニコ・ロズベルグのF1ドライバーズタイトル獲得回数は？,ニコ・ロズベルグのF1ドライバーズタイトル獲得回数は？,6回,5回,1回,7回,2,ニコ・ロズベルグのF1ドライバーズタイトルは1回です。,all,champion|count|base1000
gpq_00451,歴代王者・記録,2,歴代王者・記録|all|ネルソン・ピケのF1ドライバーズタイトル獲得回数は？,ネルソン・ピケのF1ドライバーズタイトル獲得回数は？,6回,2回,3回,5回,2,ネルソン・ピケのF1ドライバーズタイトルは3回です。,all,champion|count|base1000
gpq_00452,歴代王者・記録,2,歴代王者・記録|all|ファン・マヌエル・ファンジオのF1ドライバーズタイトル獲得回数は？,ファン・マヌエル・ファンジオのF1ドライバーズタイトル獲得回数は？,3回,4回,6回,5回,3,ファン・マヌエル・ファンジオのF1ドライバーズタイトルは5回です。,all,champion|count|base1000
gpq_00453,歴代王者・記録,2,歴代王者・記録|all|フィル・ヒルのF1ドライバーズタイトル獲得回数は？,フィル・ヒルのF1ドライバーズタイトル獲得回数は？,1回,3回,4回,7回,0,フィル・ヒルのF1ドライバーズタイトルは1回です。,all,champion|count|base1000
gpq_00454,歴代王者・記録,2,歴代王者・記録|all|フェルナンド・アロンソのF1ドライバーズタイトル獲得回数は？,フェルナンド・アロンソのF1ドライバーズタイトル獲得回数は？,1回,7回,5回,2回,3,フェルナンド・アロンソのF1ドライバーズタイトルは2回です。,all,champion|count|base1000
gpq_00455,歴代王者・記録,2,歴代王者・記録|all|マイク・ホーソーンのF1ドライバーズタイトル獲得回数は？,マイク・ホーソーンのF1ドライバーズタイトル獲得回数は？,1回,4回,5回,2回,0,マイク・ホーソーンのF1ドライバーズタイトルは1回です。,all,champion|count|base1000
gpq_00456,歴代王者・記録,2,歴代王者・記録|all|マックス・フェルスタッペンのF1ドライバーズタイトル獲得回数は？,マックス・フェルスタッペンのF1ドライバーズタイトル獲得回数は？,4回,1回,2回,6回,0,マックス・フェルスタッペンのF1ドライバーズタイトルは4回です。,all,champion|count|base1000
gpq_00457,歴代王者・記録,2,歴代王者・記録|all|マリオ・アンドレッティのF1ドライバーズタイトル獲得回数は？,マリオ・アンドレッティのF1ドライバーズタイトル獲得回数は？,1回,5回,6回,4回,0,マリオ・アンドレッティのF1ドライバーズタイトルは1回です。,all,champion|count|base1000
gpq_00458,歴代王者・記録,2,歴代王者・記録|all|ミカ・ハッキネンのF1ドライバーズタイトル獲得回数は？,ミカ・ハッキネンのF1ドライバーズタイトル獲得回数は？,7回,2回,6回,1回,1,ミカ・ハッキネンのF1ドライバーズタイトルは2回です。,all,champion|count|base1000
gpq_00459,歴代王者・記録,2,歴代王者・記録|all|ミハエル・シューマッハのF1ドライバーズタイトル獲得回数は？,ミハエル・シューマッハのF1ドライバーズタイトル獲得回数は？,4回,6回,7回,1回,2,ミハエル・シューマッハのF1ドライバーズタイトルは7回です。,all,champion|count|base1000
gpq_00460,歴代王者・記録,2,歴代王者・記録|all|ヨッヘン・リントのF1ドライバーズタイトル獲得回数は？,ヨッヘン・リントのF1ドライバーズタイトル獲得回数は？,1回,3回,5回,4回,0,ヨッヘン・リントのF1ドライバーズタイトルは1回です。,all,champion|count|base1000
gpq_00461,歴代王者・記録,2,歴代王者・記録|all|ランド・ノリスのF1ドライバーズタイトル獲得回数は？,ランド・ノリスのF1ドライバーズタイトル獲得回数は？,2回,1回,7回,3回,1,ランド・ノリスのF1ドライバーズタイトルは1回です。,all,champion|count|base1000
gpq_00462,歴代王者・記録,2,歴代王者・記録|all|ルイス・ハミルトンのF1ドライバーズタイトル獲得回数は？,ルイス・ハミルトンのF1ドライバーズタイトル獲得回数は？,6回,7回,2回,4回,1,ルイス・ハミルトンのF1ドライバーズタイトルは7回です。,all,champion|count|base1000
gpq_00463,チーム・コンストラクター,3,チーム・コンストラクター|all|BRMのコンストラクターズタイトル獲得回数は？,BRMのコンストラクターズタイトル獲得回数は？,4回,13回,5回,1回,3,BRMは登録データ上、コンストラクターズタイトルを1回獲得しています。,all,constructor|count|base1000
gpq_00464,チーム・コンストラクター,3,チーム・コンストラクター|all|ウィリアムズのコンストラクターズタイトル獲得回数は？,ウィリアムズのコンストラクターズタイトル獲得回数は？,6回,13回,8回,9回,3,ウィリアムズは登録データ上、コンストラクターズタイトルを9回獲得しています。,all,constructor|count|base1000
gpq_00465,チーム・コンストラクター,3,チーム・コンストラクター|all|クーパーのコンストラクターズタイトル獲得回数は？,クーパーのコンストラクターズタイトル獲得回数は？,4回,2回,5回,12回,1,クーパーは登録データ上、コンストラクターズタイトルを2回獲得しています。,all,constructor|count|base1000
gpq_00466,チーム・コンストラクター,3,チーム・コンストラクター|all|ティレルのコンストラクターズタイトル獲得回数は？,ティレルのコンストラクターズタイトル獲得回数は？,12回,2回,1回,14回,2,ティレルは登録データ上、コンストラクターズタイトルを1回獲得しています。,all,constructor|count|base1000
gpq_00467,チーム・コンストラクター,3,チーム・コンストラクター|all|フェラーリのコンストラクターズタイトル獲得回数は？,フェラーリのコンストラクターズタイトル獲得回数は？,8回,14回,16回,1回,2,フェラーリは登録データ上、コンストラクターズタイトルを16回獲得しています。,all,constructor|count|base1000
gpq_00468,チーム・コンストラクター,3,チーム・コンストラクター|all|ブラウンGPのコンストラクターズタイトル獲得回数は？,ブラウンGPのコンストラクターズタイトル獲得回数は？,14回,11回,1回,7回,2,ブラウンGPは登録データ上、コンストラクターズタイトルを1回獲得しています。,all,constructor|count|base1000
gpq_00469,チーム・コンストラクター,3,チーム・コンストラクター|all|ブラバムのコンストラクターズタイトル獲得回数は？,ブラバムのコンストラクターズタイトル獲得回数は？,13回,1回,2回,14回,2,ブラバムは登録データ上、コンストラクターズタイトルを2回獲得しています。,all,constructor|count|base1000
gpq_00470,チーム・コンストラクター,3,チーム・コンストラクター|all|ベネトンのコンストラクターズタイトル獲得回数は？,ベネトンのコンストラクターズタイトル獲得回数は？,14回,1回,6回,16回,1,ベネトンは登録データ上、コンストラクターズタイトルを1回獲得しています。,all,constructor|count|base1000
gpq_00471,チーム・コンストラクター,3,チーム・コンストラクター|all|マクラーレンのコンストラクターズタイトル獲得回数は？,マクラーレンのコンストラクターズタイトル獲得回数は？,10回,2回,9回,15回,0,マクラーレンは登録データ上、コンストラクターズタイトルを10回獲得しています。,all,constructor|count|base1000
gpq_00472,チーム・コンストラクター,3,チーム・コンストラクター|all|マトラのコンストラクターズタイトル獲得回数は？,マトラのコンストラクターズタイトル獲得回数は？,12回,9回,1回,16回,2,マトラは登録データ上、コンストラクターズタイトルを1回獲得しています。,all,constructor|count|base1000
gpq_00473,チーム・コンストラクター,3,チーム・コンストラクター|all|メルセデスのコンストラクターズタイトル獲得回数は？,メルセデスのコンストラクターズタイトル獲得回数は？,9回,10回,12回,8回,3,メルセデスは登録データ上、コンストラクターズタイトルを8回獲得しています。,all,constructor|count|base1000
gpq_00474,チーム・コンストラクター,3,チーム・コンストラクター|all|ルノーのコンストラクターズタイトル獲得回数は？,ルノーのコンストラクターズタイトル獲得回数は？,14回,16回,2回,7回,2,ルノーは登録データ上、コンストラクターズタイトルを2回獲得しています。,all,constructor|count|base1000
gpq_00475,チーム・コンストラクター,3,チーム・コンストラクター|all|レッドブル・レーシングのコンストラクターズタイトル獲得回数は？,レッドブル・レーシングのコンストラクターズタイトル獲得回数は？,15回,13回,11回,6回,3,レッドブル・レーシングは登録データ上、コンストラクターズタイトルを6回獲得しています。,all,constructor|count|base1000
gpq_00476,チーム・コンストラクター,3,チーム・コンストラクター|all|ロータスのコンストラクターズタイトル獲得回数は？,ロータスのコンストラクターズタイトル獲得回数は？,14回,7回,15回,9回,1,ロータスは登録データ上、コンストラクターズタイトルを7回獲得しています。,all,constructor|count|base1000
gpq_00477,チーム・コンストラクター,3,チーム・コンストラクター|all|ヴァンウォールのコンストラクターズタイトル獲得回数は？,ヴァンウォールのコンストラクターズタイトル獲得回数は？,1回,2回,15回,5回,0,ヴァンウォールは登録データ上、コンストラクターズタイトルを1回獲得しています。,all,constructor|count|base1000
gpq_00478,年代別,3,年代別|year|1951|title,1951年の前年、1950年のF1ドライバーズチャンピオンは誰？,アルベルト・アスカリ,ジュゼッペ・ファリーナ,アラン・ジョーンズ,グラハム・ヒル,1,1950年のチャンピオンはジュゼッペ・ファリーナです。,all,champion|history|base1000
gpq_00479,年代別,3,年代別|year|1952|title,1952年の前年、1951年のF1ドライバーズチャンピオンは誰？,ネルソン・ピケ,ファン・マヌエル・ファンジオ,ルイス・ハミルトン,ジャック・ドゥーハン,1,1951年のチャンピオンはファン・マヌエル・ファンジオです。,all,champion|history|base1000
gpq_00480,年代別,3,年代別|year|1953|title,1953年の前年、1952年のF1ドライバーズチャンピオンは誰？,マリオ・アンドレッティ,アルベルト・アスカリ,ルイス・ハミルトン,エステバン・オコン,1,1952年のチャンピオンはアルベルト・アスカリです。,all,champion|history|base1000
gpq_00481,年代別,3,年代別|year|1954|title,1954年の前年、1953年のF1ドライバーズチャンピオンは誰？,ミカ・ハッキネン,ジャック・ヴィルヌーヴ,ジム・クラーク,アルベルト・アスカリ,3,1953年のチャンピオンはアルベルト・アスカリです。,all,champion|history|base1000
gpq_00482,年代別,3,年代別|year|1955|title,1955年の前年、1954年のF1ドライバーズチャンピオンは誰？,ジョージ・ラッセル,ニコ・ヒュルケンベルグ,ファン・マヌエル・ファンジオ,ジョン・サーティース,2,1954年のチャンピオンはファン・マヌエル・ファンジオです。,all,champion|history|base1000
gpq_00483,年代別,3,年代別|year|1956|title,1956年の前年、1955年のF1ドライバーズチャンピオンは誰？,フェルナンド・アロンソ,グラハム・ヒル,マイク・ホーソーン,ファン・マヌエル・ファンジオ,3,1955年のチャンピオンはファン・マヌエル・ファンジオです。,all,champion|history|base1000
gpq_00484,年代別,3,年代別|year|1957|title,1957年の前年、1956年のF1ドライバーズチャンピオンは誰？,ルイス・ハミルトン,ファン・マヌエル・ファンジオ,マイク・ホーソーン,シャルル・ルクレール,1,1956年のチャンピオンはファン・マヌエル・ファンジオです。,all,champion|history|base1000
gpq_00485,年代別,3,年代別|year|1958|title,1958年の前年、1957年のF1ドライバーズチャンピオンは誰？,ミハエル・シューマッハ,オスカー・ピアストリ,ガブリエル・ボルトレト,ファン・マヌエル・ファンジオ,3,1957年のチャンピオンはファン・マヌエル・ファンジオです。,all,champion|history|base1000
gpq_00486,年代別,3,年代別|year|1959|title,1959年の前年、1958年のF1ドライバーズチャンピオンは誰？,マイク・ホーソーン,キミ・ライコネン,アラン・ジョーンズ,アルベルト・アスカリ,0,1958年のチャンピオンはマイク・ホーソーンです。,all,champion|history|base1000
gpq_00487,年代別,3,年代別|year|1960|title,1960年の前年、1959年のF1ドライバーズチャンピオンは誰？,ジャック・ブラバム,ロニー・ピーターソン,ランド・ノリス,アラン・ジョーンズ,0,1959年のチャンピオンはジャック・ブラバムです。,all,champion|history|base1000
gpq_00488,年代別,3,年代別|year|1961|title,1961年の前年、1960年のF1ドライバーズチャンピオンは誰？,アレクサンダー・アルボン,ジャック・ブラバム,ジェンソン・バトン,エマーソン・フィッティパルディ,1,1960年のチャンピオンはジャック・ブラバムです。,all,champion|history|base1000
gpq_00489,年代別,3,年代別|year|1962|title,1962年の前年、1961年のF1ドライバーズチャンピオンは誰？,フィル・ヒル,アラン・プロスト,シャルル・ルクレール,セバスチャン・ベッテル,0,1961年のチャンピオンはフィル・ヒルです。,all,champion|history|base1000
gpq_00490,年代別,3,年代別|year|1963|title,1963年の前年、1962年のF1ドライバーズチャンピオンは誰？,ナイジェル・マンセル,キミ・アントネッリ,ジェンソン・バトン,グラハム・ヒル,3,1962年のチャンピオンはグラハム・ヒルです。,all,champion|history|base1000
gpq_00491,年代別,3,年代別|year|1964|title,1964年の前年、1963年のF1ドライバーズチャンピオンは誰？,ダニエル・リカルド,ヨッヘン・リント,ジム・クラーク,ケビン・マグヌッセン,2,1963年のチャンピオンはジム・クラークです。,all,champion|history|base1000
gpq_00492,年代別,3,年代別|year|1965|title,1965年の前年、1964年のF1ドライバーズチャンピオンは誰？,ジャック・ブラバム,ジョン・サーティース,デイモン・ヒル,ネルソン・ピケ,1,1964年のチャンピオンはジョン・サーティースです。,all,champion|history|base1000
gpq_00493,年代別,3,年代別|year|1966|title,1966年の前年、1965年のF1ドライバーズチャンピオンは誰？,ジョディー・シェクター,アラン・ジョーンズ,ランス・ストロール,ジム・クラーク,3,1965年のチャンピオンはジム・クラークです。,all,champion|history|base1000
gpq_00494,年代別,3,年代別|year|1967|title,1967年の前年、1966年のF1ドライバーズチャンピオンは誰？,キミ・アントネッリ,ジョン・サーティース,ジュゼッペ・ファリーナ,ジャック・ブラバム,3,1966年のチャンピオンはジャック・ブラバムです。,all,champion|history|base1000
gpq_00495,年代別,3,年代別|year|1968|title,1968年の前年、1967年のF1ドライバーズチャンピオンは誰？,ネルソン・ピケ,ローガン・サージェント,デニス・ハルム,ファン・マヌエル・ファンジオ,2,1967年のチャンピオンはデニス・ハルムです。,all,champion|history|base1000
gpq_00496,年代別,3,年代別|year|1969|title,1969年の前年、1968年のF1ドライバーズチャンピオンは誰？,マックス・フェルスタッペン,カルロス・サインツ,アルベルト・アスカリ,グラハム・ヒル,3,1968年のチャンピオンはグラハム・ヒルです。,all,champion|history|base1000
gpq_00497,年代別,3,年代別|year|1970|title,1970年の前年、1969年のF1ドライバーズチャンピオンは誰？,マイク・ホーソーン,バルテリ・ボッタス,角田裕毅,ジャッキー・スチュワート,3,1969年のチャンピオンはジャッキー・スチュワートです。,all,champion|history|base1000
gpq_00498,年代別,3,年代別|year|1971|title,1971年の前年、1970年のF1ドライバーズチャンピオンは誰？,周冠宇,ジョディー・シェクター,ヨッヘン・リント,カルロス・サインツ,2,1970年のチャンピオンはヨッヘン・リントです。,all,champion|history|base1000
gpq_00499,年代別,3,年代別|year|1972|title,1972年の前年、1971年のF1ドライバーズチャンピオンは誰？,スターリング・モス,周冠宇,オリバー・ベアマン,ジャッキー・スチュワート,3,1971年のチャンピオンはジャッキー・スチュワートです。,all,champion|history|base1000
gpq_00500,年代別,3,年代別|year|1973|title,1973年の前年、1972年のF1ドライバーズチャンピオンは誰？,ネルソン・ピケ,エマーソン・フィッティパルディ,ジョン・サーティース,ニキ・ラウダ,1,1972年のチャンピオンはエマーソン・フィッティパルディです。,all,champion|history|base1000
gpq_00501,歴代王者・記録,3,歴代王者・記録|year|1950|title,1950年のドライバーズ王者ジュゼッペ・ファリーナのタイトル獲得チームは？,ウィリアムズ,BRM,アルファロメオ,クーパー,2,1950年のドライバーズ王者はジュゼッペ・ファリーナで、タイトル獲得チームはアルファロメオです。,1950s,champion|team|base1000
gpq_00502,歴代王者・記録,3,歴代王者・記録|year|1951|title,1951年のドライバーズ王者ファン・マヌエル・ファンジオのタイトル獲得チームは？,BRM,クーパー,ウィリアムズ,アルファロメオ,3,1951年のドライバーズ王者はファン・マヌエル・ファンジオで、タイトル獲得チームはアルファロメオです。,1950s,champion|team|base1000
gpq_00503,歴代王者・記録,3,歴代王者・記録|year|1952|title,1952年のドライバーズ王者アルベルト・アスカリのタイトル獲得チームは？,アルファロメオ,BRM,フェラーリ,ウィリアムズ,2,1952年のドライバーズ王者はアルベルト・アスカリで、タイトル獲得チームはフェラーリです。,1950s,champion|team|base1000
gpq_00504,歴代王者・記録,3,歴代王者・記録|year|1953|title,1953年のドライバーズ王者アルベルト・アスカリのタイトル獲得チームは？,BRM,フェラーリ,アルファロメオ,ウィリアムズ,1,1953年のドライバーズ王者はアルベルト・アスカリで、タイトル獲得チームはフェラーリです。,1950s,champion|team|base1000
gpq_00505,歴代王者・記録,3,歴代王者・記録|year|1954|title,1954年のドライバーズ王者ファン・マヌエル・ファンジオのタイトル獲得チームは？,フェラーリ,メルセデス/マセラティ,メルセデス,レッドブル,1,1954年のドライバーズ王者はファン・マヌエル・ファンジオで、タイトル獲得チームはメルセデス/マセラティです。,1950s,champion|team|base1000
gpq_00506,歴代王者・記録,3,歴代王者・記録|year|1955|title,1955年のドライバーズ王者ファン・マヌエル・ファンジオのタイトル獲得チームは？,アルファロメオ,メルセデス,ウィリアムズ,BRM,1,1955年のドライバーズ王者はファン・マヌエル・ファンジオで、タイトル獲得チームはメルセデスです。,1950s,champion|team|base1000
gpq_00507,歴代王者・記録,3,歴代王者・記録|year|1956|title,1956年のドライバーズ王者ファン・マヌエル・ファンジオのタイトル獲得チームは？,BRM,アルファロメオ,フェラーリ,ウィリアムズ,2,1956年のドライバーズ王者はファン・マヌエル・ファンジオで、タイトル獲得チームはフェラーリです。,1950s,champion|team|base1000
gpq_00508,歴代王者・記録,3,歴代王者・記録|year|1957|title,1957年のドライバーズ王者ファン・マヌエル・ファンジオのタイトル獲得チームは？,ウィリアムズ,BRM,マセラティ,アルファロメオ,2,1957年のドライバーズ王者はファン・マヌエル・ファンジオで、タイトル獲得チームはマセラティです。,1950s,champion|team|base1000
gpq_00509,歴代王者・記録,3,歴代王者・記録|year|1958|title,1958年のドライバーズ王者マイク・ホーソーンのタイトル獲得チームは？,アルファロメオ,ウィリアムズ,BRM,フェラーリ,3,1958年のドライバーズ王者はマイク・ホーソーンで、タイトル獲得チームはフェラーリです。,1950s,champion|team|base1000
