id,questionSet,category,difficulty,topicKey,question
gpq_02952,F1・クルマ総合,F1追加・マシン技術,5,F1追加・マシン技術|term|ダブルディフューザー,補足確認04：「ダブルディフューザー」の説明として正しいものは？
gpq_02953,F1・クルマ総合,F1追加・マシン技術,5,F1追加・マシン技術|term|ブロウンディフューザー,補足確認04：「ブロウンディフューザー」の説明として正しいものは？
gpq_02954,F1・クルマ総合,F1追加・マシン技術,5,F1追加・マシン技術|term|アクティブサスペンション,補足確認04：「アクティブサスペンション」の説明として正しいものは？
gpq_02955,F1・クルマ総合,F1追加・マシン技術,4,F1追加・マシン技術|term|セミオートマチックギアボックス,補足確認04：「セミオートマチックギアボックス」の説明として正しいものは？
gpq_02956,F1・クルマ総合,F1追加・マシン技術,4,F1追加・マシン技術|term|カーボンモノコック,補足確認04：「カーボンモノコック」の説明として正しいものは？
gpq_02957,F1・クルマ総合,F1追加・空力,3,F1追加・空力|term|スリップストリーム,補足確認04：「スリップストリーム」の説明として正しいものは？
gpq_02958,F1・クルマ総合,F1追加・空力,3,F1追加・空力|term|ダーティエア,補足確認04：「ダーティエア」の説明として正しいものは？
gpq_02959,F1・クルマ総合,F1追加・マシン技術,5,F1追加・マシン技術|term|ブレーキ・バイ・ワイヤ,補足確認04：「ブレーキ・バイ・ワイヤ」の説明として正しいものは？
gpq_02960,F1・クルマ総合,F1追加・マシン技術,5,F1追加・マシン技術|term|DAS,補足確認04：「DAS」の説明として正しいものは？
gpq_02961,F1・クルマ総合,F1追加・マシン技術,3,F1追加・マシン技術|term|DRS,補足確認05：「DRS」の説明として正しいものは？
gpq_02962,F1・クルマ総合,F1追加・マシン技術,3,F1追加・マシン技術|term|Halo,補足確認05：「Halo」の説明として正しいものは？
gpq_02963,F1・クルマ総合,F1追加・マシン技術,4,F1追加・マシン技術|term|グラウンドエフェクト,補足確認05：「グラウンドエフェクト」の説明として正しいものは？
gpq_02964,F1・クルマ総合,F1追加・マシン技術,4,F1追加・マシン技術|term|ディフューザー,補足確認05：「ディフューザー」の説明として正しいものは？
gpq_02965,F1・クルマ総合,F1追加・マシン技術,4,F1追加・マシン技術|term|MGU-K,補足確認05：「MGU-K」の説明として正しいものは？
gpq_02966,F1・クルマ総合,F1追加・マシン技術,5,F1追加・マシン技術|term|MGU-H,補足確認05：「MGU-H」の説明として正しいものは？
gpq_02967,F1・クルマ総合,F1追加・マシン技術,4,F1追加・マシン技術|term|パルクフェルメ,補足確認05：「パルクフェルメ」の説明として正しいものは？
gpq_02968,F1・クルマ総合,F1追加・戦略,3,F1追加・戦略|term|アンダーカット,補足確認05：「アンダーカット」の説明として正しいものは？
gpq_02969,F1・クルマ総合,F1追加・戦略,4,F1追加・戦略|term|オーバーカット,補足確認05：「オーバーカット」の説明として正しいものは？
gpq_02970,F1・クルマ総合,F1追加・タイヤ,3,F1追加・タイヤ|term|デグラデーション,補足確認05：「デグラデーション」の説明として正しいものは？
gpq_02971,F1・クルマ総合,F1追加・タイヤ,4,F1追加・タイヤ|term|グレイニング,補足確認05：「グレイニング」の説明として正しいものは？
gpq_02972,F1・クルマ総合,F1追加・タイヤ,4,F1追加・タイヤ|term|ブリスター,補足確認05：「ブリスター」の説明として正しいものは？
gpq_02973,F1・クルマ総合,F1追加・マシン技術,5,F1追加・マシン技術|term|ポーパシング,補足確認05：「ポーパシング」の説明として正しいものは？
gpq_02974,F1・クルマ総合,F1追加・マシン技術,5,F1追加・マシン技術|term|Fダクト,補足確認05：「Fダクト」の説明として正しいものは？
gpq_02975,F1・クルマ総合,F1追加・マシン技術,5,F1追加・マシン技術|term|ダブルディフューザー,補足確認05：「ダブルディフューザー」の説明として正しいものは？
gpq_02976,F1・クルマ総合,F1追加・マシン技術,5,F1追加・マシン技術|term|ブロウンディフューザー,補足確認05：「ブロウンディフューザー」の説明として正しいものは？
gpq_02977,F1・クルマ総合,F1追加・マシン技術,5,F1追加・マシン技術|term|アクティブサスペンション,補足確認05：「アクティブサスペンション」の説明として正しいものは？
gpq_02978,F1・クルマ総合,F1追加・マシン技術,4,F1追加・マシン技術|term|セミオートマチックギアボックス,補足確認05：「セミオートマチックギアボックス」の説明として正しいものは？
gpq_02979,F1・クルマ総合,F1追加・マシン技術,4,F1追加・マシン技術|term|カーボンモノコック,補足確認05：「カーボンモノコック」の説明として正しいものは？
gpq_02980,F1・クルマ総合,F1追加・空力,3,F1追加・空力|term|スリップストリーム,補足確認05：「スリップストリーム」の説明として正しいものは？
gpq_02981,F1・クルマ総合,F1追加・空力,3,F1追加・空力|term|ダーティエア,補足確認05：「ダーティエア」の説明として正しいものは？
gpq_02982,F1・クルマ総合,F1追加・マシン技術,5,F1追加・マシン技術|term|ブレーキ・バイ・ワイヤ,補足確認05：「ブレーキ・バイ・ワイヤ」の説明として正しいものは？
gpq_02983,F1・クルマ総合,F1追加・マシン技術,5,F1追加・マシン技術|term|DAS,補足確認05：「DAS」の説明として正しいものは？
gpq_02984,F1・クルマ総合,F1追加・マシン技術,3,F1追加・マシン技術|term|DRS,補足確認06：「DRS」の説明として正しいものは？
gpq_02985,F1・クルマ総合,F1追加・マシン技術,3,F1追加・マシン技術|term|Halo,補足確認06：「Halo」の説明として正しいものは？
gpq_02986,F1・クルマ総合,F1追加・マシン技術,4,F1追加・マシン技術|term|グラウンドエフェクト,補足確認06：「グラウンドエフェクト」の説明として正しいものは？
gpq_02987,F1・クルマ総合,F1追加・マシン技術,4,F1追加・マシン技術|term|ディフューザー,補足確認06：「ディフューザー」の説明として正しいものは？
gpq_02988,F1・クルマ総合,F1追加・マシン技術,4,F1追加・マシン技術|term|MGU-K,補足確認06：「MGU-K」の説明として正しいものは？
gpq_02989,F1・クルマ総合,F1追加・マシン技術,5,F1追加・マシン技術|term|MGU-H,補足確認06：「MGU-H」の説明として正しいものは？
gpq_02990,F1・クルマ総合,F1追加・マシン技術,4,F1追加・マシン技術|term|パルクフェルメ,補足確認06：「パルクフェルメ」の説明として正しいものは？
gpq_02991,F1・クルマ総合,F1追加・戦略,3,F1追加・戦略|term|アンダーカット,補足確認06：「アンダーカット」の説明として正しいものは？
gpq_02992,F1・クルマ総合,F1追加・戦略,4,F1追加・戦略|term|オーバーカット,補足確認06：「オーバーカット」の説明として正しいものは？
gpq_02993,F1・クルマ総合,F1追加・タイヤ,3,F1追加・タイヤ|term|デグラデーション,補足確認06：「デグラデーション」の説明として正しいものは？
gpq_02994,F1・クルマ総合,F1追加・タイヤ,4,F1追加・タイヤ|term|グレイニング,補足確認06：「グレイニング」の説明として正しいものは？
gpq_02995,F1・クルマ総合,F1追加・タイヤ,4,F1追加・タイヤ|term|ブリスター,補足確認06：「ブリスター」の説明として正しいものは？
gpq_02996,F1・クルマ総合,F1追加・マシン技術,5,F1追加・マシン技術|term|ポーパシング,補足確認06：「ポーパシング」の説明として正しいものは？
gpq_02997,F1・クルマ総合,F1追加・マシン技術,5,F1追加・マシン技術|term|Fダクト,補足確認06：「Fダクト」の説明として正しいものは？
gpq_02998,F1・クルマ総合,F1追加・マシン技術,5,F1追加・マシン技術|term|ダブルディフューザー,補足確認06：「ダブルディフューザー」の説明として正しいものは？
gpq_02999,F1・クルマ総合,F1追加・マシン技術,5,F1追加・マシン技術|term|ブロウンディフューザー,補足確認06：「ブロウンディフューザー」の説明として正しいものは？
gpq_03000,F1・クルマ総合,F1追加・マシン技術,5,F1追加・マシン技術|term|アクティブサスペンション,補足確認06：「アクティブサスペンション」の説明として正しいものは？
gpq_03001,F1・クルマ総合,WRC/ラリー,2,WRC/ラリー|term|WRC,基礎理解：「WRC」の説明として正しいものは？
gpq_03002,F1・クルマ総合,WRC/ラリー,3,WRC/ラリー|term|ペースノート,基礎理解：「ペースノート」の説明として正しいものは？
gpq_03003,F1・クルマ総合,WRC/ラリー,2,WRC/ラリー|term|コ・ドライバー,基礎理解：「コ・ドライバー」の説明として正しいものは？
gpq_03004,F1・クルマ総合,WRC/ラリー,3,WRC/ラリー|term|スペシャルステージ,基礎理解：「スペシャルステージ」の説明として正しいものは？
gpq_03005,F1・クルマ総合,耐久レース/WEC,2,耐久レース/WEC|term|ル・マン24時間,基礎理解：「ル・マン24時間」の説明として正しいものは？
gpq_03006,F1・クルマ総合,耐久レース/WEC,2,耐久レース/WEC|term|WEC,基礎理解：「WEC」の説明として正しいものは？
gpq_03007,F1・クルマ総合,耐久レース/WEC,3,耐久レース/WEC|term|スティント,基礎理解：「スティント」の説明として正しいものは？
gpq_03008,F1・クルマ総合,モータースポーツ総合,2,モータースポーツ総合|term|セーフティカー,基礎理解：「セーフティカー」の説明として正しいものは？
gpq_03009,F1・クルマ総合,モータースポーツ総合,3,モータースポーツ総合|term|フルコースイエロー,基礎理解：「フルコースイエロー」の説明として正しいものは？
gpq_03010,F1・クルマ総合,モータースポーツ総合,2,モータースポーツ総合|term|ローリングスタート,基礎理解：「ローリングスタート」の説明として正しいものは？
gpq_03011,F1・クルマ総合,インディカー/NASCAR,3,インディカー/NASCAR|term|インディ500,基礎理解：「インディ500」の説明として正しいものは？
gpq_03012,F1・クルマ総合,インディカー/NASCAR,2,インディカー/NASCAR|term|オーバルコース,基礎理解：「オーバルコース」の説明として正しいものは？
gpq_03013,F1・クルマ総合,インディカー/NASCAR,2,インディカー/NASCAR|term|NASCAR,基礎理解：「NASCAR」の説明として正しいものは？
gpq_03014,F1・クルマ総合,二輪/カート/ドラッグ,2,二輪/カート/ドラッグ|term|ドラッグレース,基礎理解：「ドラッグレース」の説明として正しいものは？
gpq_03015,F1・クルマ総合,二輪/カート/ドラッグ,2,二輪/カート/ドラッグ|term|ジムカーナ,基礎理解：「ジムカーナ」の説明として正しいものは？
gpq_03016,F1・クルマ総合,二輪/カート/ドラッグ,1,二輪/カート/ドラッグ|term|カート,基礎理解：「カート」の説明として正しいものは？
gpq_03017,F1・クルマ総合,二輪/カート/ドラッグ,2,二輪/カート/ドラッグ|term|MotoGP,基礎理解：「MotoGP」の説明として正しいものは？
gpq_03018,F1・クルマ総合,モータースポーツ総合,1,モータースポーツ総合|term|ポールポジション,基礎理解：「ポールポジション」の説明として正しいものは？
gpq_03019,F1・クルマ総合,モータースポーツ総合,1,モータースポーツ総合|term|ファステストラップ,基礎理解：「ファステストラップ」の説明として正しいものは？
gpq_03020,F1・クルマ総合,モータースポーツ総合,3,モータースポーツ総合|term|トラックリミット,基礎理解：「トラックリミット」の説明として正しいものは？
gpq_03021,F1・クルマ総合,モータースポーツ総合,3,モータースポーツ総合|term|HANS,基礎理解：「HANS」の説明として正しいものは？
gpq_03022,F1・クルマ総合,耐久レース/WEC,4,耐久レース/WEC|term|BOP,基礎理解：「BOP」の説明として正しいものは？
gpq_03023,F1・クルマ総合,WRC/ラリー,2,WRC/ラリー|term|WRC,観戦ポイント：「WRC」の説明として正しいものは？
gpq_03024,F1・クルマ総合,WRC/ラリー,3,WRC/ラリー|term|ペースノート,観戦ポイント：「ペースノート」の説明として正しいものは？
gpq_03025,F1・クルマ総合,WRC/ラリー,2,WRC/ラリー|term|コ・ドライバー,観戦ポイント：「コ・ドライバー」の説明として正しいものは？
gpq_03026,F1・クルマ総合,WRC/ラリー,3,WRC/ラリー|term|スペシャルステージ,観戦ポイント：「スペシャルステージ」の説明として正しいものは？
gpq_03027,F1・クルマ総合,耐久レース/WEC,2,耐久レース/WEC|term|ル・マン24時間,観戦ポイント：「ル・マン24時間」の説明として正しいものは？
gpq_03028,F1・クルマ総合,耐久レース/WEC,2,耐久レース/WEC|term|WEC,観戦ポイント：「WEC」の説明として正しいものは？
gpq_03029,F1・クルマ総合,耐久レース/WEC,3,耐久レース/WEC|term|スティント,観戦ポイント：「スティント」の説明として正しいものは？
gpq_03030,F1・クルマ総合,モータースポーツ総合,2,モータースポーツ総合|term|セーフティカー,観戦ポイント：「セーフティカー」の説明として正しいものは？
gpq_03031,F1・クルマ総合,モータースポーツ総合,3,モータースポーツ総合|term|フルコースイエロー,観戦ポイント：「フルコースイエロー」の説明として正しいものは？
gpq_03032,F1・クルマ総合,モータースポーツ総合,2,モータースポーツ総合|term|ローリングスタート,観戦ポイント：「ローリングスタート」の説明として正しいものは？
gpq_03033,F1・クルマ総合,インディカー/NASCAR,3,インディカー/NASCAR|term|インディ500,観戦ポイント：「インディ500」の説明として正しいものは？
gpq_03034,F1・クルマ総合,インディカー/NASCAR,2,インディカー/NASCAR|term|オーバルコース,観戦ポイント：「オーバルコース」の説明として正しいものは？
gpq_03035,F1・クルマ総合,インディカー/NASCAR,2,インディカー/NASCAR|term|NASCAR,観戦ポイント：「NASCAR」の説明として正しいものは？
gpq_03036,F1・クルマ総合,二輪/カート/ドラッグ,2,二輪/カート/ドラッグ|term|ドラッグレース,観戦ポイント：「ドラッグレース」の説明として正しいものは？
gpq_03037,F1・クルマ総合,二輪/カート/ドラッグ,2,二輪/カート/ドラッグ|term|ジムカーナ,観戦ポイント：「ジムカーナ」の説明として正しいものは？
gpq_03038,F1・クルマ総合,二輪/カート/ドラッグ,1,二輪/カート/ドラッグ|term|カート,観戦ポイント：「カート」の説明として正しいものは？
gpq_03039,F1・クルマ総合,二輪/カート/ドラッグ,2,二輪/カート/ドラッグ|term|MotoGP,観戦ポイント：「MotoGP」の説明として正しいものは？
gpq_03040,F1・クルマ総合,モータースポーツ総合,1,モータースポーツ総合|term|ポールポジション,観戦ポイント：「ポールポジション」の説明として正しいものは？
gpq_03041,F1・クルマ総合,モータースポーツ総合,1,モータースポーツ総合|term|ファステストラップ,観戦ポイント：「ファステストラップ」の説明として正しいものは？
gpq_03042,F1・クルマ総合,モータースポーツ総合,3,モータースポーツ総合|term|トラックリミット,観戦ポイント：「トラックリミット」の説明として正しいものは？
gpq_03043,F1・クルマ総合,モータースポーツ総合,3,モータースポーツ総合|term|HANS,観戦ポイント：「HANS」の説明として正しいものは？
gpq_03044,F1・クルマ総合,耐久レース/WEC,4,耐久レース/WEC|term|BOP,観戦ポイント：「BOP」の説明として正しいものは？
gpq_03045,F1・クルマ総合,WRC/ラリー,2,WRC/ラリー|term|WRC,専門用語：「WRC」の説明として正しいものは？
gpq_03046,F1・クルマ総合,WRC/ラリー,3,WRC/ラリー|term|ペースノート,専門用語：「ペースノート」の説明として正しいものは？
gpq_03047,F1・クルマ総合,WRC/ラリー,2,WRC/ラリー|term|コ・ドライバー,専門用語：「コ・ドライバー」の説明として正しいものは？
gpq_03048,F1・クルマ総合,WRC/ラリー,3,WRC/ラリー|term|スペシャルステージ,専門用語：「スペシャルステージ」の説明として正しいものは？
gpq_03049,F1・クルマ総合,耐久レース/WEC,2,耐久レース/WEC|term|ル・マン24時間,専門用語：「ル・マン24時間」の説明として正しいものは？
gpq_03050,F1・クルマ総合,耐久レース/WEC,2,耐久レース/WEC|term|WEC,専門用語：「WEC」の説明として正しいものは？
gpq_03051,F1・クルマ総合,耐久レース/WEC,3,耐久レース/WEC|term|スティント,専門用語：「スティント」の説明として正しいものは？
gpq_03052,F1・クルマ総合,モータースポーツ総合,2,モータースポーツ総合|term|セーフティカー,専門用語：「セーフティカー」の説明として正しいものは？
gpq_03053,F1・クルマ総合,モータースポーツ総合,3,モータースポーツ総合|term|フルコースイエロー,専門用語：「フルコースイエロー」の説明として正しいものは？
gpq_03054,F1・クルマ総合,モータースポーツ総合,2,モータースポーツ総合|term|ローリングスタート,専門用語：「ローリングスタート」の説明として正しいものは？
gpq_03055,F1・クルマ総合,インディカー/NASCAR,3,インディカー/NASCAR|term|インディ500,専門用語：「インディ500」の説明として正しいものは？
gpq_03056,F1・クルマ総合,インディカー/NASCAR,2,インディカー/NASCAR|term|オーバルコース,専門用語：「オーバルコース」の説明として正しいものは？
gpq_03057,F1・クルマ総合,インディカー/NASCAR,2,インディカー/NASCAR|term|NASCAR,専門用語：「NASCAR」の説明として正しいものは？
gpq_03058,F1・クルマ総合,二輪/カート/ドラッグ,2,二輪/カート/ドラッグ|term|ドラッグレース,専門用語：「ドラッグレース」の説明として正しいものは？
gpq_03059,F1・クルマ総合,二輪/カート/ドラッグ,2,二輪/カート/ドラッグ|term|ジムカーナ,専門用語：「ジムカーナ」の説明として正しいものは？
gpq_03060,F1・クルマ総合,二輪/カート/ドラッグ,1,二輪/カート/ドラッグ|term|カート,専門用語：「カート」の説明として正しいものは？
gpq_03061,F1・クルマ総合,二輪/カート/ドラッグ,2,二輪/カート/ドラッグ|term|MotoGP,専門用語：「MotoGP」の説明として正しいものは？
gpq_03062,F1・クルマ総合,モータースポーツ総合,1,モータースポーツ総合|term|ポールポジション,専門用語：「ポールポジション」の説明として正しいものは？
gpq_03063,F1・クルマ総合,モータースポーツ総合,1,モータースポーツ総合|term|ファステストラップ,専門用語：「ファステストラップ」の説明として正しいものは？
gpq_03064,F1・クルマ総合,モータースポーツ総合,3,モータースポーツ総合|term|トラックリミット,専門用語：「トラックリミット」の説明として正しいものは？
gpq_03065,F1・クルマ総合,モータースポーツ総合,3,モータースポーツ総合|term|HANS,専門用語：「HANS」の説明として正しいものは？
gpq_03066,F1・クルマ総合,耐久レース/WEC,4,耐久レース/WEC|term|BOP,専門用語：「BOP」の説明として正しいものは？
gpq_03067,F1・クルマ総合,WRC/ラリー,2,WRC/ラリー|term|WRC,初心者向け：「WRC」の説明として正しいものは？
gpq_03068,F1・クルマ総合,WRC/ラリー,3,WRC/ラリー|term|ペースノート,初心者向け：「ペースノート」の説明として正しいものは？
gpq_03069,F1・クルマ総合,WRC/ラリー,2,WRC/ラリー|term|コ・ドライバー,初心者向け：「コ・ドライバー」の説明として正しいものは？
gpq_03070,F1・クルマ総合,WRC/ラリー,3,WRC/ラリー|term|スペシャルステージ,初心者向け：「スペシャルステージ」の説明として正しいものは？
gpq_03071,F1・クルマ総合,耐久レース/WEC,2,耐久レース/WEC|term|ル・マン24時間,初心者向け：「ル・マン24時間」の説明として正しいものは？
gpq_03072,F1・クルマ総合,耐久レース/WEC,2,耐久レース/WEC|term|WEC,初心者向け：「WEC」の説明として正しいものは？
gpq_03073,F1・クルマ総合,耐久レース/WEC,3,耐久レース/WEC|term|スティント,初心者向け：「スティント」の説明として正しいものは？
gpq_03074,F1・クルマ総合,モータースポーツ総合,2,モータースポーツ総合|term|セーフティカー,初心者向け：「セーフティカー」の説明として正しいものは？
gpq_03075,F1・クルマ総合,モータースポーツ総合,3,モータースポーツ総合|term|フルコースイエロー,初心者向け：「フルコースイエロー」の説明として正しいものは？
gpq_03076,F1・クルマ総合,モータースポーツ総合,2,モータースポーツ総合|term|ローリングスタート,初心者向け：「ローリングスタート」の説明として正しいものは？
gpq_03077,F1・クルマ総合,インディカー/NASCAR,3,インディカー/NASCAR|term|インディ500,初心者向け：「インディ500」の説明として正しいものは？
gpq_03078,F1・クルマ総合,インディカー/NASCAR,2,インディカー/NASCAR|term|オーバルコース,初心者向け：「オーバルコース」の説明として正しいものは？
gpq_03079,F1・クルマ総合,インディカー/NASCAR,2,インディカー/NASCAR|term|NASCAR,初心者向け：「NASCAR」の説明として正しいものは？
gpq_03080,F1・クルマ総合,二輪/カート/ドラッグ,2,二輪/カート/ドラッグ|term|ドラッグレース,初心者向け：「ドラッグレース」の説明として正しいものは？
gpq_03081,F1・クルマ総合,二輪/カート/ドラッグ,2,二輪/カート/ドラッグ|term|ジムカーナ,初心者向け：「ジムカーナ」の説明として正しいものは？
gpq_03082,F1・クルマ総合,二輪/カート/ドラッグ,1,二輪/カート/ドラッグ|term|カート,初心者向け：「カート」の説明として正しいものは？
gpq_03083,F1・クルマ総合,二輪/カート/ドラッグ,2,二輪/カート/ドラッグ|term|MotoGP,初心者向け：「MotoGP」の説明として正しいものは？
gpq_03084,F1・クルマ総合,モータースポーツ総合,1,モータースポーツ総合|term|ポールポジション,初心者向け：「ポールポジション」の説明として正しいものは？
gpq_03085,F1・クルマ総合,モータースポーツ総合,1,モータースポーツ総合|term|ファステストラップ,初心者向け：「ファステストラップ」の説明として正しいものは？
gpq_03086,F1・クルマ総合,モータースポーツ総合,3,モータースポーツ総合|term|トラックリミット,初心者向け：「トラックリミット」の説明として正しいものは？
gpq_03087,F1・クルマ総合,モータースポーツ総合,3,モータースポーツ総合|term|HANS,初心者向け：「HANS」の説明として正しいものは？
gpq_03088,F1・クルマ総合,耐久レース/WEC,4,耐久レース/WEC|term|BOP,初心者向け：「BOP」の説明として正しいものは？
gpq_03089,F1・クルマ総合,WRC/ラリー,2,WRC/ラリー|term|WRC,実践理解：「WRC」の説明として正しいものは？
gpq_03090,F1・クルマ総合,WRC/ラリー,3,WRC/ラリー|term|ペースノート,実践理解：「ペースノート」の説明として正しいものは？
gpq_03091,F1・クルマ総合,WRC/ラリー,2,WRC/ラリー|term|コ・ドライバー,実践理解：「コ・ドライバー」の説明として正しいものは？
gpq_03092,F1・クルマ総合,WRC/ラリー,3,WRC/ラリー|term|スペシャルステージ,実践理解：「スペシャルステージ」の説明として正しいものは？
gpq_03093,F1・クルマ総合,耐久レース/WEC,2,耐久レース/WEC|term|ル・マン24時間,実践理解：「ル・マン24時間」の説明として正しいものは？
gpq_03094,F1・クルマ総合,耐久レース/WEC,2,耐久レース/WEC|term|WEC,実践理解：「WEC」の説明として正しいものは？
gpq_03095,F1・クルマ総合,耐久レース/WEC,3,耐久レース/WEC|term|スティント,実践理解：「スティント」の説明として正しいものは？
gpq_03096,F1・クルマ総合,モータースポーツ総合,2,モータースポーツ総合|term|セーフティカー,実践理解：「セーフティカー」の説明として正しいものは？
gpq_03097,F1・クルマ総合,モータースポーツ総合,3,モータースポーツ総合|term|フルコースイエロー,実践理解：「フルコースイエロー」の説明として正しいものは？
gpq_03098,F1・クルマ総合,モータースポーツ総合,2,モータースポーツ総合|term|ローリングスタート,実践理解：「ローリングスタート」の説明として正しいものは？
gpq_03099,F1・クルマ総合,インディカー/NASCAR,3,インディカー/NASCAR|term|インディ500,実践理解：「インディ500」の説明として正しいものは？
gpq_03100,F1・クルマ総合,インディカー/NASCAR,2,インディカー/NASCAR|term|オーバルコース,実践理解：「オーバルコース」の説明として正しいものは？
gpq_03101,F1・クルマ総合,インディカー/NASCAR,2,インディカー/NASCAR|term|NASCAR,実践理解：「NASCAR」の説明として正しいものは？
gpq_03102,F1・クルマ総合,二輪/カート/ドラッグ,2,二輪/カート/ドラッグ|term|ドラッグレース,実践理解：「ドラッグレース」の説明として正しいものは？
gpq_03103,F1・クルマ総合,二輪/カート/ドラッグ,2,二輪/カート/ドラッグ|term|ジムカーナ,実践理解：「ジムカーナ」の説明として正しいものは？
gpq_03104,F1・クルマ総合,二輪/カート/ドラッグ,1,二輪/カート/ドラッグ|term|カート,実践理解：「カート」の説明として正しいものは？
gpq_03105,F1・クルマ総合,二輪/カート/ドラッグ,2,二輪/カート/ドラッグ|term|MotoGP,実践理解：「MotoGP」の説明として正しいものは？
gpq_03106,F1・クルマ総合,モータースポーツ総合,1,モータースポーツ総合|term|ポールポジション,実践理解：「ポールポジション」の説明として正しいものは？
gpq_03107,F1・クルマ総合,モータースポーツ総合,1,モータースポーツ総合|term|ファステストラップ,実践理解：「ファステストラップ」の説明として正しいものは？
gpq_03108,F1・クルマ総合,モータースポーツ総合,3,モータースポーツ総合|term|トラックリミット,実践理解：「トラックリミット」の説明として正しいものは？
gpq_03109,F1・クルマ総合,モータースポーツ総合,3,モータースポーツ総合|term|HANS,実践理解：「HANS」の説明として正しいものは？
gpq_03110,F1・クルマ総合,耐久レース/WEC,4,耐久レース/WEC|term|BOP,実践理解：「BOP」の説明として正しいものは？
gpq_03111,F1・クルマ総合,WRC/ラリー,2,WRC/ラリー|term|WRC,誤解防止：「WRC」の説明として正しいものは？
gpq_03112,F1・クルマ総合,WRC/ラリー,3,WRC/ラリー|term|ペースノート,誤解防止：「ペースノート」の説明として正しいものは？
gpq_03113,F1・クルマ総合,WRC/ラリー,2,WRC/ラリー|term|コ・ドライバー,誤解防止：「コ・ドライバー」の説明として正しいものは？
gpq_03114,F1・クルマ総合,WRC/ラリー,3,WRC/ラリー|term|スペシャルステージ,誤解防止：「スペシャルステージ」の説明として正しいものは？
gpq_03115,F1・クルマ総合,耐久レース/WEC,2,耐久レース/WEC|term|ル・マン24時間,誤解防止：「ル・マン24時間」の説明として正しいものは？
gpq_03116,F1・クルマ総合,耐久レース/WEC,2,耐久レース/WEC|term|WEC,誤解防止：「WEC」の説明として正しいものは？
gpq_03117,F1・クルマ総合,耐久レース/WEC,3,耐久レース/WEC|term|スティント,誤解防止：「スティント」の説明として正しいものは？
gpq_03118,F1・クルマ総合,モータースポーツ総合,2,モータースポーツ総合|term|セーフティカー,誤解防止：「セーフティカー」の説明として正しいものは？
gpq_03119,F1・クルマ総合,モータースポーツ総合,3,モータースポーツ総合|term|フルコースイエロー,誤解防止：「フルコースイエロー」の説明として正しいものは？
gpq_03120,F1・クルマ総合,モータースポーツ総合,2,モータースポーツ総合|term|ローリングスタート,誤解防止：「ローリングスタート」の説明として正しいものは？
gpq_03121,F1・クルマ総合,インディカー/NASCAR,3,インディカー/NASCAR|term|インディ500,誤解防止：「インディ500」の説明として正しいものは？
gpq_03122,F1・クルマ総合,インディカー/NASCAR,2,インディカー/NASCAR|term|オーバルコース,誤解防止：「オーバルコース」の説明として正しいものは？
gpq_03123,F1・クルマ総合,インディカー/NASCAR,2,インディカー/NASCAR|term|NASCAR,誤解防止：「NASCAR」の説明として正しいものは？
gpq_03124,F1・クルマ総合,二輪/カート/ドラッグ,2,二輪/カート/ドラッグ|term|ドラッグレース,誤解防止：「ドラッグレース」の説明として正しいものは？
gpq_03125,F1・クルマ総合,二輪/カート/ドラッグ,2,二輪/カート/ドラッグ|term|ジムカーナ,誤解防止：「ジムカーナ」の説明として正しいものは？
gpq_03126,F1・クルマ総合,二輪/カート/ドラッグ,1,二輪/カート/ドラッグ|term|カート,誤解防止：「カート」の説明として正しいものは？
gpq_03127,F1・クルマ総合,二輪/カート/ドラッグ,2,二輪/カート/ドラッグ|term|MotoGP,誤解防止：「MotoGP」の説明として正しいものは？
gpq_03128,F1・クルマ総合,モータースポーツ総合,1,モータースポーツ総合|term|ポールポジション,誤解防止：「ポールポジション」の説明として正しいものは？
gpq_03129,F1・クルマ総合,モータースポーツ総合,1,モータースポーツ総合|term|ファステストラップ,誤解防止：「ファステストラップ」の説明として正しいものは？
gpq_03130,F1・クルマ総合,モータースポーツ総合,3,モータースポーツ総合|term|トラックリミット,誤解防止：「トラックリミット」の説明として正しいものは？
gpq_03131,F1・クルマ総合,モータースポーツ総合,3,モータースポーツ総合|term|HANS,誤解防止：「HANS」の説明として正しいものは？
gpq_03132,F1・クルマ総合,耐久レース/WEC,4,耐久レース/WEC|term|BOP,誤解防止：「BOP」の説明として正しいものは？
gpq_03133,F1・クルマ総合,WRC/ラリー,2,WRC/ラリー|term|WRC,安全面：「WRC」の説明として正しいものは？
gpq_03134,F1・クルマ総合,WRC/ラリー,3,WRC/ラリー|term|ペースノート,安全面：「ペースノート」の説明として正しいものは？
gpq_03135,F1・クルマ総合,WRC/ラリー,2,WRC/ラリー|term|コ・ドライバー,安全面：「コ・ドライバー」の説明として正しいものは？
gpq_03136,F1・クルマ総合,WRC/ラリー,3,WRC/ラリー|term|スペシャルステージ,安全面：「スペシャルステージ」の説明として正しいものは？
gpq_03137,F1・クルマ総合,耐久レース/WEC,2,耐久レース/WEC|term|ル・マン24時間,安全面：「ル・マン24時間」の説明として正しいものは？
gpq_03138,F1・クルマ総合,耐久レース/WEC,2,耐久レース/WEC|term|WEC,安全面：「WEC」の説明として正しいものは？
gpq_03139,F1・クルマ総合,耐久レース/WEC,3,耐久レース/WEC|term|スティント,安全面：「スティント」の説明として正しいものは？
gpq_03140,F1・クルマ総合,モータースポーツ総合,2,モータースポーツ総合|term|セーフティカー,安全面：「セーフティカー」の説明として正しいものは？
