id,questionSet,category,difficulty,season,grandPrix,topicKey,question,choice1,choice2,choice3,choice4,answer,explanation,sources
gpq_10062,F1レース別出来事・マニア,F1雨の名レース,5,2007,ヨーロッパGP,race|2007|ヨーロッパGP|大雨とヴィンケルホック首位,マニア向け：2007年ヨーロッパGPの重要トピックは？,大雨の混乱でスパイカーのヴィンケルホックが一時首位に立った,全車が同じタイヤを使った,安全車が一度も出なかった,モナコで雪が降った,0,2007年ヨーロッパGPは序盤の豪雨と混乱で有名です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10063,F1レース別出来事・マニア,F1雨の名レース,5,2007,ヨーロッパGP,race|2007|ヨーロッパGP|大雨とヴィンケルホック首位,レース別出来事：2007年ヨーロッパGPを象徴する内容は？,安全車が一度も出なかった,モナコで雪が降った,全車が同じタイヤを使った,大雨の混乱でスパイカーのヴィンケルホックが一時首位に立った,3,2007年ヨーロッパGPは序盤の豪雨と混乱で有名です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10064,F1レース別出来事・マニア,F1ペナルティ・失格・騒動,5,2008,シンガポールGP,race|2008|シンガポールGP|クラッシュゲート,2008年シンガポールGPで起きた出来事として正しいものは？,ネルソン・ピケJr.のクラッシュを巡る問題が後に大きな騒動となった,セナが初タイトルを決めた,全車がノーピットで完走した,スプリントが初開催された,0,2008年シンガポールGPはF1初のナイトレースとしても、後のクラッシュゲートとしても知られます。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10065,F1レース別出来事・マニア,F1ペナルティ・失格・騒動,5,2008,シンガポールGP,race|2008|シンガポールGP|クラッシュゲート,マニア向け：2008年シンガポールGPの重要トピックは？,セナが初タイトルを決めた,ネルソン・ピケJr.のクラッシュを巡る問題が後に大きな騒動となった,スプリントが初開催された,全車がノーピットで完走した,1,2008年シンガポールGPはF1初のナイトレースとしても、後のクラッシュゲートとしても知られます。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10066,F1レース別出来事・マニア,F1ペナルティ・失格・騒動,5,2008,シンガポールGP,race|2008|シンガポールGP|クラッシュゲート,レース別出来事：2008年シンガポールGPを象徴する内容は？,全車がノーピットで完走した,セナが初タイトルを決めた,スプリントが初開催された,ネルソン・ピケJr.のクラッシュを巡る問題が後に大きな騒動となった,3,2008年シンガポールGPはF1初のナイトレースとしても、後のクラッシュゲートとしても知られます。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10067,F1レース別出来事・マニア,F1タイトル決定戦,5,2008,ブラジルGP,race|2008|ブラジルGP|ハミルトン初タイトル,2008年ブラジルGPで起きた出来事として正しいものは？,全車が途中で失格になった,雨が一切降らなかった,マッサがタイトルを確定した,ハミルトンが最終ラップ付近でタイトル条件を満たした,3,2008年ブラジルGPはタイトル決定の劇的展開で有名です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10068,F1レース別出来事・マニア,F1タイトル決定戦,5,2008,ブラジルGP,race|2008|ブラジルGP|ハミルトン初タイトル,マニア向け：2008年ブラジルGPの重要トピックは？,ハミルトンが最終ラップ付近でタイトル条件を満たした,マッサがタイトルを確定した,全車が途中で失格になった,雨が一切降らなかった,0,2008年ブラジルGPはタイトル決定の劇的展開で有名です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10069,F1レース別出来事・マニア,F1タイトル決定戦,5,2008,ブラジルGP,race|2008|ブラジルGP|ハミルトン初タイトル,レース別出来事：2008年ブラジルGPを象徴する内容は？,雨が一切降らなかった,マッサがタイトルを確定した,全車が途中で失格になった,ハミルトンが最終ラップ付近でタイトル条件を満たした,3,2008年ブラジルGPはタイトル決定の劇的展開で有名です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10070,F1レース別出来事・マニア,F1技術規定・メカニカル,4,2009,オーストラリアGP,race|2009|オーストラリアGP|ブラウンGPデビュー勝利,2009年オーストラリアGPで起きた出来事として正しいものは？,全車V6ハイブリッドだった,トヨタが王者を決めた,ブラウンGPがデビュー戦で勝利した,セナが復帰した,2,2009年開幕戦はブラウンGPの衝撃的な強さを示しました。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10071,F1レース別出来事・マニア,F1技術規定・メカニカル,5,2009,オーストラリアGP,race|2009|オーストラリアGP|ブラウンGPデビュー勝利,マニア向け：2009年オーストラリアGPの重要トピックは？,全車V6ハイブリッドだった,セナが復帰した,ブラウンGPがデビュー戦で勝利した,トヨタが王者を決めた,2,2009年開幕戦はブラウンGPの衝撃的な強さを示しました。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10072,F1レース別出来事・マニア,F1技術規定・メカニカル,4,2009,オーストラリアGP,race|2009|オーストラリアGP|ブラウンGPデビュー勝利,レース別出来事：2009年オーストラリアGPを象徴する内容は？,ブラウンGPがデビュー戦で勝利した,全車V6ハイブリッドだった,セナが復帰した,トヨタが王者を決めた,0,2009年開幕戦はブラウンGPの衝撃的な強さを示しました。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10073,F1レース別出来事・マニア,F1チームオーダー・無線,4,2010,ドイツGP,race|2010|ドイツGP|フェラーリ無線騒動,2010年ドイツGPで起きた出来事として正しいものは？,給油が復活した,『Fernando is faster than you』で知られるチームオーダー騒動が起きた,全車が雨用タイヤ禁止になった,DRSが初導入された,1,2010年ドイツGPはフェラーリのチームオーダーを巡る有名な一戦です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10074,F1レース別出来事・マニア,F1チームオーダー・無線,5,2010,ドイツGP,race|2010|ドイツGP|フェラーリ無線騒動,マニア向け：2010年ドイツGPの重要トピックは？,給油が復活した,DRSが初導入された,全車が雨用タイヤ禁止になった,『Fernando is faster than you』で知られるチームオーダー騒動が起きた,3,2010年ドイツGPはフェラーリのチームオーダーを巡る有名な一戦です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10075,F1レース別出来事・マニア,F1チームオーダー・無線,4,2010,ドイツGP,race|2010|ドイツGP|フェラーリ無線騒動,レース別出来事：2010年ドイツGPを象徴する内容は？,『Fernando is faster than you』で知られるチームオーダー騒動が起きた,全車が雨用タイヤ禁止になった,DRSが初導入された,給油が復活した,0,2010年ドイツGPはフェラーリのチームオーダーを巡る有名な一戦です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10076,F1レース別出来事・マニア,F1雨の名レース,5,2011,カナダGP,race|2011|カナダGP|長時間レースとバトン勝利,2011年カナダGPで起きた出来事として正しいものは？,予選結果で優勝が決まった,ドライで全周回が進んだ,ジェンソン・バトンが最後にベッテルを攻略して勝利した,全車がノーピットだった,2,2011年カナダGPは雨、赤旗、終盤逆転で名レースとして知られます。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10077,F1レース別出来事・マニア,F1雨の名レース,5,2011,カナダGP,race|2011|カナダGP|長時間レースとバトン勝利,マニア向け：2011年カナダGPの重要トピックは？,全車がノーピットだった,ドライで全周回が進んだ,予選結果で優勝が決まった,ジェンソン・バトンが最後にベッテルを攻略して勝利した,3,2011年カナダGPは雨、赤旗、終盤逆転で名レースとして知られます。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10078,F1レース別出来事・マニア,F1雨の名レース,5,2011,カナダGP,race|2011|カナダGP|長時間レースとバトン勝利,レース別出来事：2011年カナダGPを象徴する内容は？,全車がノーピットだった,ジェンソン・バトンが最後にベッテルを攻略して勝利した,予選結果で優勝が決まった,ドライで全周回が進んだ,1,2011年カナダGPは雨、赤旗、終盤逆転で名レースとして知られます。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10079,F1レース別出来事・マニア,F1雨の名レース,4,2012,マレーシアGP,race|2012|マレーシアGP|アロンソとペレス,2012年マレーシアGPで起きた出来事として正しいものは？,セナが王者になった,雨の展開でアロンソが勝ち、ペレスが迫った,ピット作業が禁止された,全車がスーパーソフトだけで走った,1,2012年マレーシアGPはフェラーリとザウバーの戦いが印象的な雨のレースです。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10080,F1レース別出来事・マニア,F1雨の名レース,5,2012,マレーシアGP,race|2012|マレーシアGP|アロンソとペレス,マニア向け：2012年マレーシアGPの重要トピックは？,全車がスーパーソフトだけで走った,セナが王者になった,ピット作業が禁止された,雨の展開でアロンソが勝ち、ペレスが迫った,3,2012年マレーシアGPはフェラーリとザウバーの戦いが印象的な雨のレースです。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10081,F1レース別出来事・マニア,F1雨の名レース,4,2012,マレーシアGP,race|2012|マレーシアGP|アロンソとペレス,レース別出来事：2012年マレーシアGPを象徴する内容は？,雨の展開でアロンソが勝ち、ペレスが迫った,セナが王者になった,ピット作業が禁止された,全車がスーパーソフトだけで走った,0,2012年マレーシアGPはフェラーリとザウバーの戦いが印象的な雨のレースです。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10082,F1レース別出来事・マニア,F1レース別出来事,4,2012,ヨーロッパGP,race|2012|ヨーロッパGP|アロンソ逆転勝利,2012年ヨーロッパGPで起きた出来事として正しいものは？,全車リタイアした,アロンソがバレンシアで大きく順位を上げて勝利した,ハミルトンが初勝利した,マクラーレンF1がデビューした,1,2012年ヨーロッパGPはアロンソの逆転勝利で知られます。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10083,F1レース別出来事・マニア,F1レース別出来事,5,2012,ヨーロッパGP,race|2012|ヨーロッパGP|アロンソ逆転勝利,マニア向け：2012年ヨーロッパGPの重要トピックは？,全車リタイアした,ハミルトンが初勝利した,マクラーレンF1がデビューした,アロンソがバレンシアで大きく順位を上げて勝利した,3,2012年ヨーロッパGPはアロンソの逆転勝利で知られます。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10084,F1レース別出来事・マニア,F1レース別出来事,4,2012,ヨーロッパGP,race|2012|ヨーロッパGP|アロンソ逆転勝利,レース別出来事：2012年ヨーロッパGPを象徴する内容は？,マクラーレンF1がデビューした,アロンソがバレンシアで大きく順位を上げて勝利した,ハミルトンが初勝利した,全車リタイアした,1,2012年ヨーロッパGPはアロンソの逆転勝利で知られます。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10085,F1レース別出来事・マニア,F1タイトル決定戦,5,2012,ブラジルGP,race|2012|ブラジルGP|ベッテル三連覇決定,2012年ブラジルGPで起きた出来事として正しいものは？,全車が同点で終わった,給油が復活した,混乱の中でベッテルが3年連続タイトルを決めた,セナが初王者になった,2,2012年ブラジルGPはタイトル決定戦として非常に劇的でした。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10086,F1レース別出来事・マニア,F1タイトル決定戦,5,2012,ブラジルGP,race|2012|ブラジルGP|ベッテル三連覇決定,マニア向け：2012年ブラジルGPの重要トピックは？,給油が復活した,セナが初王者になった,全車が同点で終わった,混乱の中でベッテルが3年連続タイトルを決めた,3,2012年ブラジルGPはタイトル決定戦として非常に劇的でした。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10087,F1レース別出来事・マニア,F1タイトル決定戦,5,2012,ブラジルGP,race|2012|ブラジルGP|ベッテル三連覇決定,レース別出来事：2012年ブラジルGPを象徴する内容は？,混乱の中でベッテルが3年連続タイトルを決めた,給油が復活した,全車が同点で終わった,セナが初王者になった,0,2012年ブラジルGPはタイトル決定戦として非常に劇的でした。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10088,F1レース別出来事・マニア,F1チームオーダー・無線,5,2013,マレーシアGP,race|2013|マレーシアGP|Multi 21,2013年マレーシアGPで起きた出来事として正しいものは？,全車給油違反になった,マクラーレンが初参戦した,日本GPとして開催された,レッドブルの『Multi 21』を巡るチーム内騒動が起きた,3,2013年マレーシアGPはベッテルとウェバーのチーム内関係で有名です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10089,F1レース別出来事・マニア,F1チームオーダー・無線,5,2013,マレーシアGP,race|2013|マレーシアGP|Multi 21,マニア向け：2013年マレーシアGPの重要トピックは？,マクラーレンが初参戦した,レッドブルの『Multi 21』を巡るチーム内騒動が起きた,日本GPとして開催された,全車給油違反になった,1,2013年マレーシアGPはベッテルとウェバーのチーム内関係で有名です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10090,F1レース別出来事・マニア,F1チームオーダー・無線,5,2013,マレーシアGP,race|2013|マレーシアGP|Multi 21,レース別出来事：2013年マレーシアGPを象徴する内容は？,レッドブルの『Multi 21』を巡るチーム内騒動が起きた,マクラーレンが初参戦した,全車給油違反になった,日本GPとして開催された,0,2013年マレーシアGPはベッテルとウェバーのチーム内関係で有名です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10091,F1レース別出来事・マニア,F1レース別出来事,4,2014,バーレーンGP,race|2014|バーレーンGP|デュエル・イン・ザ・デザート,2014年バーレーンGPで起きた出来事として正しいものは？,雨で中止された,ブラウンGPがデビューした,ハミルトンとロズベルグが激しく争った,セナが勝利した,2,2014年バーレーンGPはメルセデス同士の激しいバトルで知られます。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10092,F1レース別出来事・マニア,F1レース別出来事,5,2014,バーレーンGP,race|2014|バーレーンGP|デュエル・イン・ザ・デザート,マニア向け：2014年バーレーンGPの重要トピックは？,ブラウンGPがデビューした,ハミルトンとロズベルグが激しく争った,雨で中止された,セナが勝利した,1,2014年バーレーンGPはメルセデス同士の激しいバトルで知られます。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10093,F1レース別出来事・マニア,F1レース別出来事,4,2014,バーレーンGP,race|2014|バーレーンGP|デュエル・イン・ザ・デザート,レース別出来事：2014年バーレーンGPを象徴する内容は？,ハミルトンとロズベルグが激しく争った,雨で中止された,セナが勝利した,ブラウンGPがデビューした,0,2014年バーレーンGPはメルセデス同士の激しいバトルで知られます。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10094,F1レース別出来事・マニア,F1レース別出来事,3,2014,カナダGP,race|2014|カナダGP|リカルド初優勝,2014年カナダGPで起きた出来事として正しいものは？,ダニエル・リカルドがF1初優勝した,セナがPPを獲得した,ベッテルが初タイトルを決めた,フェラーリが全車失格になった,0,2014年カナダGPはリカルドの初勝利として重要です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10095,F1レース別出来事・マニア,F1レース別出来事,4,2014,カナダGP,race|2014|カナダGP|リカルド初優勝,マニア向け：2014年カナダGPの重要トピックは？,ダニエル・リカルドがF1初優勝した,フェラーリが全車失格になった,セナがPPを獲得した,ベッテルが初タイトルを決めた,0,2014年カナダGPはリカルドの初勝利として重要です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10096,F1レース別出来事・マニア,F1レース別出来事,3,2014,カナダGP,race|2014|カナダGP|リカルド初優勝,レース別出来事：2014年カナダGPを象徴する内容は？,セナがPPを獲得した,フェラーリが全車失格になった,ダニエル・リカルドがF1初優勝した,ベッテルが初タイトルを決めた,2,2014年カナダGPはリカルドの初勝利として重要です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10097,F1レース別出来事・マニア,F1レース別出来事,4,2016,スペインGP,race|2016|スペインGP|フェルスタッペン初優勝,2016年スペインGPで起きた出来事として正しいものは？,ハミルトンが初優勝した,給油が復活した,全車が雨用タイヤで走った,マックス・フェルスタッペンがレッドブル初戦でF1初優勝した,3,2016年スペインGPはフェルスタッペンの最年少優勝として非常に有名です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10098,F1レース別出来事・マニア,F1レース別出来事,5,2016,スペインGP,race|2016|スペインGP|フェルスタッペン初優勝,マニア向け：2016年スペインGPの重要トピックは？,マックス・フェルスタッペンがレッドブル初戦でF1初優勝した,ハミルトンが初優勝した,給油が復活した,全車が雨用タイヤで走った,0,2016年スペインGPはフェルスタッペンの最年少優勝として非常に有名です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10099,F1レース別出来事・マニア,F1レース別出来事,4,2016,スペインGP,race|2016|スペインGP|フェルスタッペン初優勝,レース別出来事：2016年スペインGPを象徴する内容は？,全車が雨用タイヤで走った,マックス・フェルスタッペンがレッドブル初戦でF1初優勝した,ハミルトンが初優勝した,給油が復活した,1,2016年スペインGPはフェルスタッペンの最年少優勝として非常に有名です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10100,F1レース別出来事・マニア,F1タイトル決定戦,4,2016,アブダビGP,race|2016|アブダビGP|ロズベルグ王座,2016年アブダビGPで起きた出来事として正しいものは？,フェラーリが初参戦した,全車スプリントを走った,バトンが初優勝した,ニコ・ロズベルグがタイトルを決め、のちに引退した,3,2016年アブダビGPはロズベルグの王座決定戦です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10101,F1レース別出来事・マニア,F1タイトル決定戦,5,2016,アブダビGP,race|2016|アブダビGP|ロズベルグ王座,マニア向け：2016年アブダビGPの重要トピックは？,フェラーリが初参戦した,全車スプリントを走った,ニコ・ロズベルグがタイトルを決め、のちに引退した,バトンが初優勝した,2,2016年アブダビGPはロズベルグの王座決定戦です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10102,F1レース別出来事・マニア,F1タイトル決定戦,4,2016,アブダビGP,race|2016|アブダビGP|ロズベルグ王座,レース別出来事：2016年アブダビGPを象徴する内容は？,バトンが初優勝した,ニコ・ロズベルグがタイトルを決め、のちに引退した,全車スプリントを走った,フェラーリが初参戦した,1,2016年アブダビGPはロズベルグの王座決定戦です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10103,F1レース別出来事・マニア,F1ペナルティ・失格・騒動,5,2017,アゼルバイジャンGP,race|2017|アゼルバイジャンGP|ベッテルとハミルトンの接触騒動,2017年アゼルバイジャンGPで起きた出来事として正しいものは？,セナとプロストが接触した,セーフティカー中の接近でベッテルとハミルトンの間に騒動が起きた,雨で半周だけ行われた,全車が同じチームだった,1,2017年アゼルバイジャンGPは接触騒動と波乱の展開で知られます。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10104,F1レース別出来事・マニア,F1ペナルティ・失格・騒動,5,2017,アゼルバイジャンGP,race|2017|アゼルバイジャンGP|ベッテルとハミルトンの接触騒動,マニア向け：2017年アゼルバイジャンGPの重要トピックは？,全車が同じチームだった,セナとプロストが接触した,雨で半周だけ行われた,セーフティカー中の接近でベッテルとハミルトンの間に騒動が起きた,3,2017年アゼルバイジャンGPは接触騒動と波乱の展開で知られます。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10105,F1レース別出来事・マニア,F1ペナルティ・失格・騒動,5,2017,アゼルバイジャンGP,race|2017|アゼルバイジャンGP|ベッテルとハミルトンの接触騒動,レース別出来事：2017年アゼルバイジャンGPを象徴する内容は？,セナとプロストが接触した,全車が同じチームだった,雨で半周だけ行われた,セーフティカー中の接近でベッテルとハミルトンの間に騒動が起きた,3,2017年アゼルバイジャンGPは接触騒動と波乱の展開で知られます。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10106,F1レース別出来事・マニア,F1雨の名レース,4,2018,ドイツGP,race|2018|ドイツGP|ベッテルの雨中クラッシュ,2018年ドイツGPで起きた出来事として正しいものは？,ハミルトンがF1デビューした,全車完走した,バトンが初優勝した,首位走行中のベッテルが雨でコースアウトした,3,2018年ドイツGPはタイトル争いの流れにも影響した一戦です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10107,F1レース別出来事・マニア,F1雨の名レース,5,2018,ドイツGP,race|2018|ドイツGP|ベッテルの雨中クラッシュ,マニア向け：2018年ドイツGPの重要トピックは？,全車完走した,バトンが初優勝した,首位走行中のベッテルが雨でコースアウトした,ハミルトンがF1デビューした,2,2018年ドイツGPはタイトル争いの流れにも影響した一戦です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10108,F1レース別出来事・マニア,F1雨の名レース,4,2018,ドイツGP,race|2018|ドイツGP|ベッテルの雨中クラッシュ,レース別出来事：2018年ドイツGPを象徴する内容は？,首位走行中のベッテルが雨でコースアウトした,ハミルトンがF1デビューした,バトンが初優勝した,全車完走した,0,2018年ドイツGPはタイトル争いの流れにも影響した一戦です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10109,F1レース別出来事・マニア,F1雨の名レース,5,2019,ドイツGP,race|2019|ドイツGP|大波乱の雨,2019年ドイツGPで起きた出来事として正しいものは？,DRSが初導入された,雨で多数のミスや順位変動が発生した,全車がノーピットで走った,予選順位のまま終わった,1,2019年ドイツGPは近年屈指の波乱の雨レースとして知られます。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10110,F1レース別出来事・マニア,F1雨の名レース,5,2019,ドイツGP,race|2019|ドイツGP|大波乱の雨,マニア向け：2019年ドイツGPの重要トピックは？,DRSが初導入された,予選順位のまま終わった,全車がノーピットで走った,雨で多数のミスや順位変動が発生した,3,2019年ドイツGPは近年屈指の波乱の雨レースとして知られます。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10111,F1レース別出来事・マニア,F1雨の名レース,5,2019,ドイツGP,race|2019|ドイツGP|大波乱の雨,レース別出来事：2019年ドイツGPを象徴する内容は？,全車がノーピットで走った,DRSが初導入された,雨で多数のミスや順位変動が発生した,予選順位のまま終わった,2,2019年ドイツGPは近年屈指の波乱の雨レースとして知られます。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10112,F1レース別出来事・マニア,F1レース別出来事,4,2019,ブラジルGP,race|2019|ブラジルGP|ガスリー初表彰台,2019年ブラジルGPで起きた出来事として正しいものは？,ピエール・ガスリーがハミルトンとフィニッシュまで争い表彰台を得た,全車リタイアした,鈴木亜久里が勝った,給油が復活した,0,2019年ブラジルGPは終盤の混乱とガスリー表彰台で印象的です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10113,F1レース別出来事・マニア,F1レース別出来事,5,2019,ブラジルGP,race|2019|ブラジルGP|ガスリー初表彰台,マニア向け：2019年ブラジルGPの重要トピックは？,給油が復活した,鈴木亜久里が勝った,全車リタイアした,ピエール・ガスリーがハミルトンとフィニッシュまで争い表彰台を得た,3,2019年ブラジルGPは終盤の混乱とガスリー表彰台で印象的です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10114,F1レース別出来事・マニア,F1レース別出来事,4,2019,ブラジルGP,race|2019|ブラジルGP|ガスリー初表彰台,レース別出来事：2019年ブラジルGPを象徴する内容は？,給油が復活した,ピエール・ガスリーがハミルトンとフィニッシュまで争い表彰台を得た,鈴木亜久里が勝った,全車リタイアした,1,2019年ブラジルGPは終盤の混乱とガスリー表彰台で印象的です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10115,F1レース別出来事・マニア,F1波乱のレース,4,2020,イタリアGP,race|2020|イタリアGP|ガスリー初優勝,2020年イタリアGPで起きた出来事として正しいものは？,全車が燃料切れになった,フェルスタッペンが初タイトルを決めた,アロンソが初勝利した,ピエール・ガスリーがアルファタウリで初優勝した,3,2020年イタリアGPは赤旗やペナルティも絡んだ波乱のレースでした。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10116,F1レース別出来事・マニア,F1波乱のレース,5,2020,イタリアGP,race|2020|イタリアGP|ガスリー初優勝,マニア向け：2020年イタリアGPの重要トピックは？,アロンソが初勝利した,フェルスタッペンが初タイトルを決めた,ピエール・ガスリーがアルファタウリで初優勝した,全車が燃料切れになった,2,2020年イタリアGPは赤旗やペナルティも絡んだ波乱のレースでした。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10117,F1レース別出来事・マニア,F1波乱のレース,4,2020,イタリアGP,race|2020|イタリアGP|ガスリー初優勝,レース別出来事：2020年イタリアGPを象徴する内容は？,フェルスタッペンが初タイトルを決めた,全車が燃料切れになった,アロンソが初勝利した,ピエール・ガスリーがアルファタウリで初優勝した,3,2020年イタリアGPは赤旗やペナルティも絡んだ波乱のレースでした。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10118,F1レース別出来事・マニア,F1タイトル決定戦,4,2020,トルコGP,race|2020|トルコGP|ハミルトン7度目王座,2020年トルコGPで起きた出来事として正しいものは？,ルイス・ハミルトンが7度目のタイトルを決めた,ベッテルが初勝利した,全車が無得点になった,セナが初王者になった,0,2020年トルコGPは低グリップ路面とタイヤ管理も印象的でした。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10119,F1レース別出来事・マニア,F1タイトル決定戦,5,2020,トルコGP,race|2020|トルコGP|ハミルトン7度目王座,マニア向け：2020年トルコGPの重要トピックは？,全車が無得点になった,ベッテルが初勝利した,ルイス・ハミルトンが7度目のタイトルを決めた,セナが初王者になった,2,2020年トルコGPは低グリップ路面とタイヤ管理も印象的でした。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10120,F1レース別出来事・マニア,F1タイトル決定戦,4,2020,トルコGP,race|2020|トルコGP|ハミルトン7度目王座,レース別出来事：2020年トルコGPを象徴する内容は？,セナが初王者になった,全車が無得点になった,ルイス・ハミルトンが7度目のタイトルを決めた,ベッテルが初勝利した,2,2020年トルコGPは低グリップ路面とタイヤ管理も印象的でした。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10121,F1レース別出来事・マニア,F1ペナルティ・失格・騒動,5,2021,イギリスGP,race|2021|イギリスGP|ハミルトンとフェルスタッペン接触,2021年イギリスGPで起きた出来事として正しいものは？,1周目にハミルトンとフェルスタッペンが接触した,雨で中止された,全車がノーピットで走った,プロストが復帰した,0,2021年イギリスGPはタイトル争いの激化を象徴する一戦です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10122,F1レース別出来事・マニア,F1ペナルティ・失格・騒動,5,2021,イギリスGP,race|2021|イギリスGP|ハミルトンとフェルスタッペン接触,マニア向け：2021年イギリスGPの重要トピックは？,1周目にハミルトンとフェルスタッペンが接触した,全車がノーピットで走った,雨で中止された,プロストが復帰した,0,2021年イギリスGPはタイトル争いの激化を象徴する一戦です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10123,F1レース別出来事・マニア,F1ペナルティ・失格・騒動,5,2021,イギリスGP,race|2021|イギリスGP|ハミルトンとフェルスタッペン接触,レース別出来事：2021年イギリスGPを象徴する内容は？,1周目にハミルトンとフェルスタッペンが接触した,全車がノーピットで走った,雨で中止された,プロストが復帰した,0,2021年イギリスGPはタイトル争いの激化を象徴する一戦です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10124,F1レース別出来事・マニア,F1波乱のレース,4,2021,ハンガリーGP,race|2021|ハンガリーGP|オコン初優勝,2021年ハンガリーGPで起きた出来事として正しいものは？,セナがタイトルを決めた,全車が同じチームだった,DRSが初導入された,エステバン・オコンがF1初優勝した,3,2021年ハンガリーGPはスタート混乱とオコン初優勝で有名です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
gpq_10125,F1レース別出来事・マニア,F1波乱のレース,5,2021,ハンガリーGP,race|2021|ハンガリーGP|オコン初優勝,マニア向け：2021年ハンガリーGPの重要トピックは？,エステバン・オコンがF1初優勝した,DRSが初導入された,全車が同じチームだった,セナがタイトルを決めた,0,2021年ハンガリーGPはスタート混乱とオコン初優勝で有名です。,Formula 1 Official Results Archive - https://www.formula1.com/en/results.html
